user_id,preference
168,1001010010000000000001010000000010000010000
169,1001001010000000000000000000000010100110000
170,0101000000100000000000000101000010100010000
171,1101001000000000010000000000000010000110000
172,0001000000000000000000000101001000000000000
173,1001001000000100000001001000010000000010000
174,1001000100100000101000000000100000000010000
175,1101001010000010000000100000000000000010000
176,1100101010000000001000001000100000000000000
177,1001001010000000000000000001000010000110000
178,1000001000000000001100000100100000000101000
179,0100001010000000000001001000100000000011000
180,1000000010000000101100000001100000000100000
181,1001011100000000000000000101000000000010000
182,0001000100000000000000000101000000000110000
183,0001001000000100000001001000100000000011000
184,1101000010000000000001000101000000000010000
185,1101001010000000100000000100000000000010000
186,1001001010000000000000000101000010000010000
187,1101000011000000100000000100000000000010000
189,1000001100000100000000001000110000000010000
190,1101001000000000000001011000000000000001000
191,1101001000000000000001000001100010000000000
192,1101000010000000000000000101000010100000000
193,1101001000001000000000000010100010000000000
194,1100001010000000100100000000100010000000000
195,1001000000000000010000000000000010000100000
196,1101001010001000000000000010000000000010000
197,1000001010000000001000010100000010000001000
198,1000001000000000100001000001100000100100000
199,1001000000100000001000000001100010000100000
200,1100001010000000000001000000000010000110000
201,1101001010001000000000000000000010000010000
202,1000001000000000001100000101100000000010000
203,1001001000000000000000000101000011001000000
204,0001000001100000000010000101001000100000000
205,1001001010001000100000000001000000000010000
206,1100001010000000100000001000100000000010000
207,1100001010000000000000000100100000100010000
208,1101000000000000000000000101000010000110000
209,1001001010000000000000000000000010000111000
210,1001000100100000000000000101000010000010000
211,1100001000000000000001011000010000000010000
212,0000000010000010000001000100000000000000000
213,1001010100000100000000000100010000000010000
214,1001001100100000000000000001000000000110000
215,1100001011000100000001000100000000000000000
216,1101001000000000001000000001100000000010000
217,1001001001000000000001001000000010000001000
218,1001001100000100000000000001000000000010000
219,0101001000000000000001010101000000000010000
220,1101001010000000100000000100000010000000000
222,1001001010000000000000000000100010000101000
223,0000000010000000000000000100001000000010000
224,1100001010001000000000000100000000100010000
225,1100011010000000000000000000000010000110000
226,1001000110100000000000000101000100000000000
227,0101001010000000100000001100000000000001000
228,1101001000000000000000000101000000100010000
229,1001011010000000000000000001000010000010000
230,1001000010000000000000001001000010100010000
231,1101001000000000000000000001000010001010000
232,1001001000000000001000000001100000000110000
233,1001000110100000000000000101000000000000100
234,0100101000000000001000001100100000100000000
235,0001001000000000000000000001010010101010000
236,1101001010000000000000000000000010000110000
238,1100001010000000100100000000000010000000000
239,1101011010000000000000000000000010000010000
241,1101001010000000000001000000000010000100000
242,1001001000100000000000000101010000000010000
243,1101011010000000000000000000000010000010000
244,1001001100100000000000000101000000000010000
245,1001000100000100100000000100010000000010000
246,1001001000000000000000000101001010000100000
247,1100001010000000001100000000100000000100000
248,1001000110100000000000000101000000000000100
249,1101001010000000000000000001000000101000000
250,1001001000000000000000001001000010101000000
251,1101001011000000100000000000000010000000000
252,1101001010000000000000000100000010000100000
253,1000011010000000000000000100010010000010000
254,0001001000100000000000000101010000100010000
255,1101001000000000000001000001000010000010000
256,1001001100100000000000000101000000000010000
257,1101101010000000000000000000000010000010000
258,1001010010001000000001000000000010000010000
259,1001001000000100000000001000000010000011000
260,1001001001000000010000000101000010000000000
261,1000001000000100000000001100010000100010000
262,0101001010000000000000001100000000100010000
263,1000001010000000000001001000000010000011000
264,1000101000000000001000001100100000000010000
265,1001000000001000000001111000010000000000000
266,1101001010000000100100000000000010000000000
268,1001001100000000000000000101000000100010000
269,1101001010000000000001000000000010000100000
270,1101000110000000000001000000100000000010000
271,0001000100100000000000000101110000000010000
272,1101001010000000100100000000000000000010000
273,1001001000000000000000000101000000100110000
275,1000001010000000000001010000000010000101000
276,1100001011000000000001001000000000000010000
277,1101001000000000000000011000100000000010000
278,1100001011000000000000000100000010000100000
279,1001001000000000000000001101000010000010000
280,1000001010000100000000001100000000100010000
281,1100001010000000100100000000000010000001000
282,1001001100100000000000000100000000000110000
283,1001000000100100001000000100100000000010000
284,1000001010000000001100000000100010000100000
286,1101000010000000000001001000000010000010000
287,1001001010000100000000001100000000000010000
288,1000001000000100000000001101010000000010000
289,1000001100000000000000001000110000000110000
290,1000001010000100000001001000100000000010000
291,1100001010000000100100000000000010000010000
292,1101001011001000000000000100000000000000000
293,1100001010000000000000000000100010000110000
294,1101001010000000010000000000000010000100000
295,1001001010000000100000000101000000100000000
296,1001010010100000000000000100000010000010000
297,1001010010000000010000000001000010000010000
298,1000001010000000100001001000000010000010000
299,1001010100100000000000000000000010000110000
300,1001000100100000000000000101000010000010000
301,1001001010000000000000000101000000100010000
303,1001001000100000000000000101010000000010000
304,1101011010000000000000000100000001000000000
305,0000001010000000000001001100000000100011000
306,1101000000000000000001000000100010000110000
307,1001011010001000000000000000000010000010000
308,1100000001000000100000000101100000000010000
309,1001001010100000000000000001000010000010000
310,1101000011000000100000000100100000000000000
311,1101000000000000000001001000000010000011000
312,1101001000000000000001000000100010000100000
313,1100001011100000000000000101000000000000000
314,1000001010000000100001001000010010000000000
315,1100001110000100000000000000000000000110000
316,1101000010001000010000000010000000000100000
317,1000001110000000000000000101000000000110000
318,1001001010000000000000000101000000100010000
319,1001010010000000000000000101000010000010000
320,1101001010000000001000000000100010000000000
321,1001000100100000000000000101100010000000000
322,1001001000000000000001000001100000000110000
323,1101001011000000000010000000000000100000000
324,0001001000001000000000001100110000100000000
325,1001010100100000000000000100000010000010000
326,1001000100100000000000000101100000000100000
327,1000001010000000000001000100001010000010000
329,1101000010000000000000000100100000000011000
330,1100000010000000001000000101100000000100000
331,1001000000100000000000000100100010000011000
332,1101001000000000000000000001100010010000000
333,1000001100100100000000000101000000000010000
334,0001000100100000000001000100000000000011100
335,1101000010000100010000000000000010000100000
336,0001001000000000000000001101100000100001000
337,1000011010000100000001000000000010000010000
338,1100000010000000000101001000010000000010000
339,1100011010000000000000000100100000000001000
340,1001001010000000000000000101000000100010000
341,1001001000000000000000100101100000100000000
342,0001000100100000000000000101110010000000000
343,1100001010000000000100000100100010000000000
344,1101001000000000000000000101010000000010000
345,1000000000000000001101010000100000000101000
346,1001001000000100000000001101000000000010000
348,1101001000000000000000000001000010001010000
349,0001001000000000000001010000000010100011000
350,1000001000000000001001001000100010000010000
352,1101000011000000100000000000100010000000000
353,1101001000000000000000000001100000000110000
354,0101001000000000000000000101000010100010000
355,0000000000010000000000000000000000000000010
356,1001010010000000000000000100001010000010000
357,1001000010001000000000100010100010000000000
358,1001000010100000000000000101000010000100000
359,1001001010000000000000000101000000100010000
360,1000001000000100000001001100000000000011000
361,1101000000000000001000000101001000100000000
362,1000001000000000000001000100011000000011000
363,1101101000000000000000001000110000000000000
364,1001000000001000100000100010100010000000000
365,1101001010000000010000000000000010000100000
366,1000010010000000000001001000010010000010000
367,1100000011000000100000000100000010000010000
368,1101000011000000100000000100000010000000000
369,1001001110000000000000000100000010000010000
370,0101001000000000000000000100100000100110000
371,1101001001000000001001000000100000000000000
373,1101000011000000000000000001100000000010000
374,1000101000000000001000001000100000000000000
375,1101000010000000000000000001000010000110000
376,1101000011000000010000000000000010000100000
377,1001011010000000000000000001000010000010000
378,1001000010000000100000000101001010000000000
379,0001000100100000000000000101100010000010000
380,1101000010000000001000000000100000000011000
382,0000001000001100000001001000100000000011000
383,1001000000100000001000100101100000000000000
384,1100001010000000001100000000100000000100000
385,1001011010000000000000000000000010000110000
386,1101001010000000000100000000000010000010000
387,1101001010000000001000000000100000000010000
388,0100000110000000100000000100000000000000000
389,1101000011000000000000000000100010000100000
390,1001000000000000000001001001000010000011000
391,1001001010000000000000000101000010000010000
392,1000001000001000010000000110100000000100000
393,0001001000000000000000000101100000100011000
394,1101001000000000001000000100100000100000000
395,1101001010000000000000000101000010000000000
397,0001000000100100000001000101000010000010000
398,1100001000000000000000000101100000000110000
400,1001001000000000000000100000110000000110000
401,1100001010000000100100000000000010000100000
402,0001001000000000000000000101000000100010000
403,1000101000000100000001001000100000000001000
404,1101000010100000000000000100000010000100000
405,1001001000000000000000000001000010100110000
406,1000001000000000000000011000100000000111000
408,1001010010000000000001010000000010000010000
409,1001001010000000000000000001000010100100000
410,1101001011000000000000000100000010000000000
411,1000001000000100000001001100000000000011000
412,1100011010000000000000000000000010000110000
413,0001001000000000000000000101001010100010000
414,1000101010000000011000001000100000000000000
415,1101001010000000001000000000100000000010000
416,1001001000000000001100000001100000000010000
417,1101001010000001000000000001100000000000000
418,1001000100100100000000000001000010000010000
419,1001001000000100000000000101000010000010000
420,1001001000000000000001000101000000100010000
421,1001000100100000010000000001100010000000000
422,0101011010000000000000000100000010000010000
423,1101000011000000000000000101000000000010000
424,1001001010000000000001001000000010000010000
425,1101000000000000000000011000100010000010000
426,1101001010000000100000000100000001000000000
427,1101000111000000000000000000000010000010000
428,1001011000000000000000000101000010000010000
429,1001001010000000000000000101000010000010000
430,1001001000000100000001001000010000000010000
431,1000001010000000001100000101100000000000000
432,1001001010000000000000000101000010000010000
433,1000001010100000000000001100000010000100000
434,1101010010000000010000000000000010000100000
435,1001001010000000000000000101000010000010000
436,0001000100100000000000000101010000100010000
438,0101001110000000000000000101000000100000000
439,1001000000001000000000100010100010000000000
440,1101011010000000000000000000000010000010000
441,1101001011000000000000001000000000000010000
442,1000001010000000000001001000100010000100000
443,1101001010000000100000000000000010000010000
444,1101000010000000001000000101100000000000000
445,1101001010000000001000000000100010000000000
446,1101001010000000000000000001100000000010000
447,1100011010000000100000000000000010000010000
448,1001001001000000000000001001010000000001000
449,1000001010000000000000000100000010100011000
450,1001101000000000001001001000100000000000000
451,1001001000000000010000000101000010000100000
453,1001000100100000000000001001000000000110000
454,1000011010000100000000000000000010100010000
455,1101001010000000000000000101000010000000000
456,1000001010000000000000011000100010000100000
457,1000001000000000001100000001100000000100000
458,1001011010001000000000000000000010000010000
459,1100001011000000000000000000000010000110000
460,1001001000001000000000100010100010000000000
461,1101001000000000000000001100000010000010000
462,1001001000000100000000001101010000000000000
463,0101001000000000000000000101000010001010000
464,0001001000100000000000000101001000000000000
465,1101001010000000010000000000000010000100000
466,1001001001000000000001001000000010000001000
468,1100000110001000000000000101000010000000000
469,1001001000000000001100000001100000000100000
470,0000001000000000000000001100000000100000000
471,1101000010000100100000000000000010000100000
473,1101000010000000000010000000000010000110000
474,1001001100100000011000000000100000000000000
475,1101001000000000000000000101010010000000000
478,1001001010000000000000000101000000100010000
479,1001001000000000000100000001100010000100000
480,1001000000000100000001000001000010000110000
481,1100001000000000000001011000000000000011000
482,1000000111000100000000000101000010000000000
483,1000001000000000000001011000000010000011000
484,0001010010000000100000000101001010000000000
485,1100001010000000100000000000000010000110000
486,1000001000000100000000001000100010000110000
487,1101001010000000100001000000000000000010000
488,1001001000000000000001000100100000000011000
489,0001001000000000000010001100000010100010000
490,0100001010000000000010000101000010000010000
491,1100000011000000000000000100000000000000000
492,1101000110000000000000000100000010000100000
494,1101001000000000000000000001100010001000000
495,0001001000100000000000000101000010100010000
496,1101000010001000001000000000000010000010000
497,1001001100000100000000001100000000000010000
499,0000001000011000000001000101000000100000010
500,1001001000000000000000000101000010100010000
501,1101010100100000000000000101000000000000000
502,1101000000000000000001000101000010000010000
503,1001001100001100000001000000000000000010000
504,1100001011000000100100000000000010000000000
505,0001000000100000000000000101010010100100000
507,0001001000000000000000000101000010101010000
508,0001000110100000000000000101000010000000100
509,1001001000000000000000000001000000000010000
510,1001001000000100000000001100100000000001000
511,1101001010000000000000000101000000000010000
512,1001001010000000000000000101000010000010000
513,1100001010000000100000000000000010000110000
514,1001001110000000000000000101000000000010000
515,0001001000001000000011000101000000100000000
516,1101001000000000000000000001000010000110000
517,1001000000000000000001000101010000100010000
518,1000000010000000000100000100100010000110000
519,1101001010000000000000000100000000100010000
520,1001000110000000010000000000000010000110000
521,1101000010000000010000000000000010000110000
522,1000000000000000001101011000100000000100000
523,1101001010000000100000000000000010000010000
524,0001000000000000000000000101000000100000000
525,1101001110000000000100000000000010000000000
526,1000001010000000001100000001100000000100000
527,0001000000000000000000000001000010001000000
528,0001001000000000000011000100001000000011000
529,0101001000000000000000000101000010001010000
530,1001001000000100000000001100100000000010000
531,1101000110001100000000000000000000000100000
533,1001000000000000000000100001110000000101000
534,1001001010000000010001001000000010000000000
535,1101001010000000100000000000100010000000000
536,1001010010001000000000000000000010000010000
538,1100001011000000000000000100100010000000000
539,0101001010000000010000000100000010000010000
540,1001001100000100000000000001100000000010000
541,1001001000000000000000100001000010101000000
542,1001000110100000100000000100000000000010000
543,1101001010000001000000000001000000000010000
544,1000001000000000001100000001100000000110000
545,0000001010000000100000001100100000000011000
546,0000001000000100001000000101000110000010000
547,1100001011000000000000000101000000000010000
548,1101000011000000000000000101000000100000000
549,0001000000000000000000100001000000100000000
550,0001000000100000000000000100001000000000000
551,0001001110100000100000000101000000000000000
552,1000001010000000000001001000000010000110000
553,1001001000000000000000000101100000000110000
554,1001001000000100000000000101001000000010000
555,0001000000000000000000000101000000100000000
556,1101001000000000001000000001100000000010000
557,1001100000000000010000000001100010000100000
558,0101001000000000000001010101000000100000000
559,1101001110000000000000000000000010000010000
560,0000000000000000000001011101001000100010000
561,1101001010000000000000000000100010000100000
562,1100001010000000000100001000100010000000000
563,1001001000100000000000000100100010000010000
564,0001001010000000000001001001000000000110000
565,1001001010000000001100000001000010000000000
566,1100001000000100000000001000010010000100000
567,1101000010000000000001000101000000000100000
568,1001001000000000000001000001000000100011000
569,1101001010000000000100000100000010000000000
570,1000001000000100000000001100110000100000000
571,1101000100000000001000000100100000000100000
572,1100001010000000100100000000100000000010000
573,1101001010000000000000000101000000000010000
575,1000000000000000000100000100000000000000000
576,0001001000000000000000000101100000100011000
577,1001000110100000000000000100000010000100000
578,1100001010000000000100000000000010000101000
579,1000011110100000000000000101000000000000000
580,1101001010000001000000000000100010000000000
581,1001010010001000000000000101000010000000000
582,1101000010000000100000000100000010000010000
583,1001001000001010000000000011000000000010000
584,1001010100100000000000000101000010000000000
585,1100001000000100000000001000110000000010000
586,0101001010100000100000000100000000000010000
587,1101000010000100000001000000010000000010000
588,1001010000000000000010000101000000100010000
589,0101000111000000000000000000000000000010000
590,1100001010000000100000000100000010000100000
591,1001001010000000000000000101000000100010000
592,1001001010000000100000000000000010000110000
593,1001000100100000100000000101000000100000000
594,1000001010000100000000000000100010000101000
595,1100000011000000000100000001100010000000000
596,1100001010000000000000000100100010000010000
598,1101001010000000000000000101000000100000000
599,1001001000000000000000000101100000100010000
600,1001001000000100000000001000000010000110000
601,1001000110100000100000000101000000000000000
602,0101001010000000000000100101000000000010000
603,1000010010000000000001011000100000000010000
604,1000000000000000001001000100100000000011100
605,1100001000000000000010001100100010000000000
606,1101001000000000001000000000100000100001000
607,1001001000000000000001000000100010000110000
608,1101010010001000100000000000000010000000000
609,1101000000100000001000000101100000000000000
610,0000001010000100000001001000100000000011000
611,1001001000000000000000001101100000100000000
612,1100001010000000000001011000010000000000000
613,1101001010000000000000000100000000000110000
614,0001001000000000000010000101000010101000000
615,1001001000001100001000000000100000000000100
616,1101000010001000000001000000000000000011000
617,1001001000000000010000000101000010000010000
618,1001001000000000000011000001000010100000000
619,1001010110100000000000000101000000000000000
620,1000001010000100000000001000010010000010000
622,1100001110000000000000000100000010000010000
623,1101001011000000000000000100000010000000000
624,1101001010000000100000000000000010000010000
625,1100000110000000001000000000100010000010000
626,1101001010000000001100000000100000000000000
627,1101001010000000000000000001000010000010000
628,1000010110100100000000000000000010000010000
629,1100101010000000001000000000100000000010000
630,1100001010000000100100000000000010000010000
631,0001001010001000000001000100010000001000000
632,1001010010000000010000000000000010000110000
633,1101000000000000001001000000100000000110000
634,1101001000000000000000000100100000100010000
635,1001010100100000000000000101000000000010000
636,1101001000000000000000000101100010000000000
637,0001010100100000000000000101000010001000000
638,1100000010000000000001000000000010000111000
639,1001001010000000000000000100000010000110000
640,1101001000001000000000000010100010000000000
641,1000011010000000000000000000000010100010000
642,1001011010000000000000000001000010000010000
643,1101000010000000100000000100000010000010000
644,1101010010000000000000000001000010000010000
645,1001000000000000010000000000000010000100000
646,1100001010000100000000000000000010000110000
647,1101000010000000000000000001000010000110000
648,1000001010000000100100011000000000000010000
649,1101001000000000100000000001100000010000000
650,1001000110100000000000000100000010000010000
651,1001001000000000000001000101100000100000000
652,1101001000001000000000000000100000100010000
653,1101001010000000000001000100000000000010000
654,1100001011000000000000000000100010000100000
655,1101000001000000000000000001000010000011000
656,1101001010000000001100000000100000000000000
657,0001001000000000000001010101000010001000000
658,0001001000000000000001001001000010001001000
659,1101001000000000000000001000100010000100000
660,1001001100000100000000000101000000100000000
661,1000001000100100000000001101100000000000000
662,1101000000001000100000000000100010000010000
663,1001001000000100000000001101000000000010000
664,0001001000000000000001001001000010101000000
665,1101001010000000010000000000000010000100000
666,1001010100100000000000000101000000000100000
667,1101011010000000000100000000000010000000000
668,1101000011000000100000000000000010000100000
669,0001001000100000000001010101000010000000000
670,1001001100100000000000000101100000000000000
671,0001000000000000000000000001000010001000000
672,1000001000000100000000001100100000000011000
673,1100001010000000000001000000110000010000000
674,1000001010000000000000000000000010000110000
675,1101001000000000001000000001100000100000000
677,1001000000000000000001001001000010001010000
679,1100001010001000000000000000000010000110000
680,1101001000000000001000000101100000000000000
681,1000001010000000000001001000000010000011000
682,1101000011000000000000000101000010000000000
683,1101000011000000010000000101000000000000000
685,0000001000000100100001001001000000000011000
686,0101001010000000000000000100000010100010000
687,1001001010000000000100000001000010000010000
688,1100000111000100000000000100000000000010000
689,1000101000000100001000001000100000000010000
690,1101001010000000100100000000000010000000000
691,1100001010000000100000000100000010000010000
692,1001000110000000000000000101000010000010000
693,1100001010000000101100000000100000000000000
694,1100001010000100000100000100000000000010000
695,1101001010000000000000000000100010010000000
696,1101000010000000100000000000100010000010000
697,1100000000000000000100000100100010000110000
699,1100001010000000100000000000000010000110000
700,0000000000000000000001011000000000000011000
701,1001001000000100000001001000100000000001000
702,1001001000000000000001000100000010000011000
703,1100001010000000000100000000000010000110000
704,1101001000000000000000000101000000100010000
705,1101000000000000000001001000100000000011000
706,1001001000000000101000000101000000000010000
707,1000001010000000000000000100100000100011000
708,1100001010000000100000000101000000000010000
709,1000111000000000101000001000100000000000000
710,1001001010100000000000000101000000000010000
711,1101001000000000000001000001100000010000000
712,1001001010000000000000000100100010000100000
713,1000001010000000001100000001000010000100000
714,0101001010001000000000000100001000000010000
715,1000001000000000000001001001000000000111000
716,1001010010001000000000000000000010000010000
717,1101000011000000001000000100100000000000000
718,0001010110100000100000000101000000000000000
719,1100001010000000000100000000100000010001000
720,0001001000100000000001000101000000100010000
721,1000001010000100000000001000010010000100000
722,1001011010000000000000000001000010001000000
723,1001001010000000000001001001000010000000000
724,1101000010000000000000001101000000000010000
725,1000001000000000001001001000100000000011000
726,1100001010001000000001001000000000000010000
727,1100001010000000000000000100000010100010000
728,1101000010100000000000000100000010000010000
730,0001001010000000000001000101000000100010000
731,1100000011000000000000000100000000000000000
732,1101000010001000000000100000000010000010000
733,1001001000100000000000000101000010000010000
734,1000001000000100101000000101000100000000000
735,1101001010000000100000000101000000000000000
736,1001001000000000000001000101000000000110000
737,1101001000000000001000000001100000000010000
738,0001000000100000000000000101010010100010000
739,1000001000000000000000000000100000000100000
740,1101001010000000000000000000000010001100000
741,0101000110100000000000000100000010000010000
742,0001000000000000000001000101100000000010000
743,1101000000001000001000000010100010000000000
744,0001001000000000000001000101000000100010100
745,1100001010000100000000001100100000000000000
746,1101001000000000001000000001100010000000000
747,1100001010000000000000001000110010000000000
748,1001001000000000100000001001000000000110000
749,1101010010000100100000000000100000000000000
750,1001011010000000000000000001000010001000000
751,1101001011000000000000000101000000000000000
752,1101001010000000000000010000000010000100000
753,1101001010000000000010000000100000010000000
754,1001010010001000000000000001000010001000000
755,1001011010001000000000000000000010000010000
756,1001001010000000000000000101000000100010000
757,1001001000000000000000000001010010100010000
758,1001001000000000000000100000110000100010000
759,1001000100100000100000000101000000000010000
760,1001010100100000000000000101000000000000000
762,1101000110000000001000000001000010000000000
763,1100000010001000000001000000010000100010000
764,0001010010000000000000000100000010000000000
765,0001001100100000000000000100100010000010000
766,0101000000000000000000010000100000000000000
767,1001001000000000000010000101000010100000000
768,1101000100100000000000000000100010000010000
769,0001000100100000000000000101100010100000000
770,1001001000000000001100000100100000010000000
771,0001001000000000000000000101100000100011000
772,1101000010000000010000000100000010000100000
773,1100001010000000100001000000100010000000000
774,1001001000000000000001001100100000000100000
775,1101001010000001000000000000000010000100000
776,1001001011000000000000000101100000000000000
777,1001001000000000001100000001100000010000000
778,1001001000000000000001001000000010100010000
779,1101000100100000001000000100100000000000000
782,1101001010000000100000000000000010000100000
783,1100001011000000100000000100000010000000000
784,1100001010000000101000000000100000000010000
786,1001000000000000000001000101100010000010000
787,1001010100000000000000000001010000000110000
788,1101000001000000000001010000100000000010000
789,1101001010000000000100000000000010000010000
790,1100001010000000000001000000000010000110000
791,1100000010001000000001000111000000000000000
792,1001000000000000000000000101100010000010100
793,0001001000000000000001000101000010101000000
794,1101001010000000010000000000000010000100000
795,1001000000100000010000000100000010000110000
796,0001000100100000000000000101010000100010000
797,1101000110100000100000000100000000000000000
798,1101000000000100000001000001000000000011000
799,1101010010000000000000100000000010000010000
800,1000001010000000000000000000000010000110100
801,1001000010000000000001000001000010100010000
802,0000001000000000000001001101000000100011000
803,1001011000000000000000000001000010001010000
804,1100001011000000000000001100000000000010000
805,1100001011000100000000001100000000000000000
806,1001001100100000000000000101000000000010000
807,1101001010000000000000000101000000000010000
808,1000001000000000001001011000100000000010000
809,1001000101000000010000000100000010000010000
810,0100001010000000000001001100001000000010000
812,0000001000000000000000000100001000000010000
813,1100001010000000100000001100000000100000000
814,1101001000000000000000000101100000100000000
815,1000001000000000000001000001100000100110000
816,1101000000100000001000000101100000000000000
817,1101001010000000000000000001100000000010000
818,0001000000000000000000000001000000101000000
819,1001001100100100000000000000000000000110000
820,1001000000001000000000100011000010000010000
821,1101101000000000001000000000100000010000000
822,1001001010000000000001000000000010000110000
823,1001111000000000100000000100001000000000000
824,0000000000000000000000000101001000100000000
825,1001000100100000000000000101000010000010000
826,1001000100100000000000000100100010000010000
